"COUNTRY","CYEAR","ON_TIME","GTEQ_24_MONTHS","12_TO_23_MONTHS","24_TO_36_MONTHS","TARGETNUMBER","DELAYED","TOT","COV_ON_TIME","COV_TOT","COV_DELAYED","DIF_COV"
"HTI",2019,218177,0,0,0,310285,0,218177,70.3150329535749,70.3150329535749,0,0
"HTI",2020,219677,0,0,0,264084,0,219677,83.1845170476061,83.1845170476061,0,0
"HTI",2021,194086,0,0,0,266279,0,194086,72.8882112370859,72.8882112370859,0,0
"HTI",2022,204429,0,0,0,269554,0,204429,75.8397204270758,75.8397204270758,0,0
"HUN",2017,91244,0,0,0,91351,0,91244,99.8828693719828,99.8828693719828,0,0
"HUN",2018,90125,0,0,0,90239,0,90125,99.8736688128193,99.8736688128193,0,0
"HUN",2019,88249,0,0,0,88397,0,88249,99.8325735036257,99.8325735036257,0,0
"HUN",2020,88108,0,0,0,88248,0,88108,99.8413561780437,99.8413561780437,0,0
"HUN",2021,91337,0,0,0,91490,0,91337,99.8327686085911,99.8327686085911,0,0
"IDN",2018,4340125,0,1,0,4720024,1,4340126,91.9513332983053,91.9513544846382,2.11863329508494e-05,2.11863329582229e-05
"IDN",2019,4448141,0,0,0,4675206,0,4448141,95.143208662891,95.143208662891,0,0
"IDN",2020,4007742,0,0,0,4650109,0,4007742,86.1859797264967,86.1859797264967,0,0
"IDN",2021,3814487,0,0,0,4367228,0,3814487,87.3434361567566,87.3434361567566,0,0
"IDN",2022,4244731,0,0,0,4136626,0,4244731,102.613361710728,102.613361710728,0,0
"IRL",2017,53048,0,0,0,57450,0,53048,92.3376849434291,92.3376849434291,0,0
"IRL",2018,42519,0,0,0,46747,0,42519,90.9555693413481,90.9555693413481,0,0
"IRL",2019,55071,0,0,0,60000,0,55071,91.785,91.785,0,0
"IRL",2020,53985,0,0,0,59740,0,53985,90.366588550385,90.366588550385,0,0
"IRL",2021,51100,0,0,0,57079,0,51100,89.5250442369348,89.5250442369348,0,0
"IRN",2017,1469925,7896,0,0,1451220,7896,1477821,101.288915533138,101.833009467896,0.544093934758341,0.544093934758337
"IRN",2018,1382634,6903,0,0,1409321,6903,1389537,98.1063930786528,98.5962034199448,0.489810341292012,0.489810341292028
"IRN",2019,1211252,7067,0,0,1179063,7067,1218319,102.730049200085,103.329423448959,0.599374248873894,0.599374248873914
"IRN",2020,1085796,8934,0,0,1088489,8934,1094730,99.7525928144428,100.573363626091,0.820770811648074,0.82077081164806
"IRN",2021,1051113,0,0,0,1064612,0,1051113,98.7320263156906,98.7320263156906,0,0
"IRQ",2017,926682,0,0,0,1097700,0,926682,84.4203334244329,84.4203334244329,0,0
"IRQ",2018,886265,0,0,0,1081691,0,886265,81.9332877873626,81.9332877873626,0,0
"IRQ",2019,801304,0,0,0,1059876,0,801304,75.6035611713068,75.6035611713068,0,0
"IRQ",2020,810070,0,0,0,1079234,0,810070,75.0597182816702,75.0597182816702,0,0
"IRQ",2021,937385,0,0,0,1067290,0,937385,87.8285189592332,87.8285189592332,0,0
"ISL",2017,3956,37,0,0,4260,37,3993,92.8638497652582,93.7323943661972,0.868544600938967,0.868544600938975
"ISL",2018,3936,561,0,0,4253,561,4497,92.5464378086057,105.73712673407,13.1906889254644,13.1906889254644
"ISL",2019,4089,111,0,0,4402,111,4200,92.8895956383462,95.4111767378464,2.52158109950023,2.52158109950022
"ISL",2020,4248,62,0,0,4639,62,4310,91.5714593662427,92.9079543004958,1.33649493425307,1.33649493425308
"ISL",2021,4286,0,0,0,4687,0,4286,91.4444207382121,91.4444207382121,0,0
"ITA",2017,434549,0,0,0,466140,0,434549,93.22285150384,93.22285150384,0,0
"ITA",2019,398895,0,0,0,434292,0,398895,91.8494929678649,91.8494929678649,0,0
"ITA",2020,389805,0,0,0,415408,0,389805,93.836661787929,93.836661787929,0,0
"ITA",2021,378108,0,0,0,400517,0,378108,94.404981561332,94.404981561332,0,0
"JAM",2017,32094,577,0,0,36160,577,32671,88.7555309734513,90.3512168141593,1.59568584070796,1.59568584070797
"JAM",2018,32218,94,0,94,34426,94,32312,93.5862429559054,93.8592923952826,0.273049439377215,0.273049439377218
"JAM",2019,32457,2668,0,369,34862,3037,35494,93.1013711204176,101.812862142161,8.71149102174287,8.71149102174289
"JAM",2020,29754,2601,0,614,33875,3215,32969,87.8346863468635,97.3254612546125,9.49077490774908,9.49077490774908
"JAM",2021,30060,0,0,0,33126,0,30060,90.7444303568194,90.7444303568194,0,0
"JPN",2017,995588,0,0,0,1024492,0,995588,97.1786992968222,97.1786992968222,0,0
"JPN",2018,964303,0,0,0,1004331,0,964303,96.014461367816,96.014461367816,0,0
"JPN",2019,953115,0,0,0,967768,0,953115,98.4858974464954,98.4858974464954,0,0
"JPN",2020,901915,0,0,0,945268,0,901915,95.4136816225663,95.4136816225663,0,0
"JPN",2021,884433,0,0,0,898175,0,884433,98.470008628608,98.470008628608,0,0
"KAZ",2017,342429,18739,0,0,344035,18739,361168,99.5331870303893,104.980016568082,5.44682953769239,5.44682953769239
"KAZ",2019,311353,8592,0,0,335053,8592,319945,92.9264922266029,95.4908626396421,2.56437041303913,2.56437041303914
"KAZ",2020,317309,0,317309,0,325901,317309,634618,97.3636165584027,194.727233116805,97.3636165584027,97.3636165584027
"KAZ",2021,347332,0,0,0,346532,0,347332,100.230858910577,100.230858910577,0,0
"KEN",2018,1258434,17894,26890,0,1593114.7,44784,1303218,78.9920524868674,81.8031495158509,2.81109702898354,2.81109702898354
"KEN",2019,1262002,0,0,0,1549346.714,0,1262002,81.4538146043404,81.4538146043404,0,0
"KEN",2020,1243443,0,0,0,1494648,0,1243443,83.1930327408192,83.1930327408192,0,0
"KEN",2021,1274208,0,22098,0,1517680,22098,1296306,83.9576195245374,85.4136576880502,1.45603816351273,1.45603816351273
"KEN",2022,1335732,0,0,0,1563171,0,1335732,85.450152286602,85.450152286602,0,0
"KGZ",2017,146399,5753,0,0,152112,5753,152152,96.2442147891028,100.026296413169,3.78208162406648,3.78208162406648
"KGZ",2018,143428,987,3465,0,149243,4452,147880,96.1036698538625,99.0867243354797,2.98305448161723,2.98305448161723
"KGZ",2019,141333,0,0,0,154116,0,141333,91.7055983804407,91.7055983804407,0,0
"KGZ",2020,141867,2169,0,0,151927,2169,144036,93.3783988362832,94.806058172675,1.42765933639182,1.42765933639183
"KGZ",2021,136745,0,0,0,144783,0,136745,94.4482432329763,94.4482432329763,0,0
"KHM",2018,373867,0,58368,0,360033,58368,432235,103.842425555435,120.054272802771,16.2118472473357,16.2118472473357
"KHM",2019,373134,0,42417,0,359521,42417,415551,103.78642694029,115.584625098395,11.7981981581048,11.7981981581048
"KHM",2020,382078,11927,14895,0,357095,26822,408900,106.996177487783,114.507343984094,7.51116649631051,7.51116649631052
"KHM",2021,362170,0,0,0,352662,0,362170,102.696065921477,102.696065921477,0,0
"KHM",2022,348901,0,0,0,341920,0,348901,102.041705662143,102.041705662143,0,0
"KIR",2017,2669,0,0,0,3180,0,2669,83.9308176100629,83.9308176100629,0,0
"KIR",2018,3052,0,0,0,3249,0,3052,93.936595875654,93.936595875654,0,0
"KIR",2019,2687,0,0,0,3284,0,2687,81.8209500609013,81.8209500609013,0,0
"KIR",2020,2654,0,0,0,3311,0,2654,80.1570522500755,80.1570522500755,0,0
"KIR",2021,2821,0,0,0,3333,0,2821,84.6384638463846,84.6384638463846,0,0
"KNA",2017,683,2,0,0,708,2,685,96.4689265536723,96.7514124293785,0.282485875706215,0.282485875706215
"KNA",2018,666,0,0,0,684,0,666,97.3684210526316,97.3684210526316,0,0
"KNA",2019,670,1,0,0,702,1,671,95.4415954415954,95.5840455840456,0.142450142450142,0.142450142450144
"KNA",2020,626,11,0,6,652,17,643,96.0122699386503,98.6196319018405,2.60736196319018,2.60736196319019
"KNA",2021,588,0,0,0,621,0,588,94.6859903381642,94.6859903381642,0,0
"KOR",2017,401118,23360,0,0,411000,23360,424478,97.5956204379562,103.279318734793,5.68369829683698,5.68369829683698
"KOR",2018,353152,12822,0,0,362589,12822,365974,97.397328655861,100.933563897416,3.53623524155449,3.53623524155448
"KOR",2019,323162,9444,1,0,332058,9445,332607,97.320949954526,100.165332562384,2.84438260785766,2.84438260785768
"KOR",2020,299388,9006,1,0,306740,9007,308395,97.603181847819,100.539544891439,2.93636304362,2.93636304362002
"KOR",2021,270056,0,0,0,277573,0,270056,97.2918835765726,97.2918835765726,0,0
"KWT",2017,56166,0,0,0,56981,0,56166,98.569698671487,98.569698671487,0,0
"KWT",2020,50052,0,0,0,53220,0,50052,94.0473506200676,94.0473506200676,0,0
"KWT",2021,52029,0,0,0,52745,0,52029,98.6425253578538,98.6425253578538,0,0
"LAO",2018,143997,0,11744,0,156960,11744,155741,91.7412079510703,99.2233690112131,7.48216106014271,7.48216106014272
"LAO",2019,137584,0,9506,0,154947,9506,147090,88.7942328667222,94.9292338670642,6.13500100034205,6.13500100034206
"LAO",2020,130500,0,12481,0,152667,12481,142981,85.4801627070683,93.6554723679643,8.17530966089594,8.17530966089593
"LAO",2021,119896,0,32576,0,151295,32576,152472,79.2465051720149,100.777950361876,21.5314451898609,21.5314451898609
"LAO",2022,122154,0,0,0,149733,0,122154,81.5812145619202,81.5812145619202,0,0
"LBN",2017,127744,0,0,0,138551,0,127744,92.1999841213705,92.1999841213705,0,0
"LBN",2018,112419,0,0,0,120972,0,112419,92.9297688721357,92.9297688721357,0,0
"LBN",2019,102826,0,102826,0,120972,102826,205652,84.9998346724862,169.999669344972,84.9998346724862,84.9998346724862
"LBN",2020,94237,0,52363,0,120972,52363,146600,77.899844592137,121.185067618953,43.2852230268161,43.2852230268161
"LBN",2021,82983,0,0,0,97232,0,82983,85.3453595524107,85.3453595524107,0,0
"LBY",2017,255210,0,0,0,265326,0,255210,96.1873318106782,96.1873318106782,0,0
"LBY",2018,234568,0,0,0,247510,0,234568,94.7711203587734,94.7711203587734,0,0
"LBY",2019,219911,0,0,0,237046,0,219911,92.7714452047282,92.7714452047282,0,0
"LBY",2020,225643,0,0,0,236737,0,225643,95.3137870294884,95.3137870294884,0,0
"LBY",2021,242117,0,0,0,254588,0,242117,95.101497321162,95.101497321162,0,0
"LCA",2017,1728,0,0,0,2006,0,1728,86.1415752741775,86.1415752741775,0,0
"LCA",2018,1786,46,0,46,1864,46,1832,95.8154506437768,98.2832618025751,2.46781115879828,2.46781115879828
"LCA",2019,1695,59,0,59,1896,59,1754,89.3987341772152,92.5105485232068,3.11181434599156,3.11181434599156
"LCA",2020,1403,100,0,100,1830,100,1503,76.6666666666667,82.1311475409836,5.46448087431694,5.46448087431693
"LCA",2021,1497,0,0,0,1842,0,1497,81.2703583061889,81.2703583061889,0,0
"LKA",2018,317014,0,0,0,327116,0,317014,96.9117988725712,96.9117988725712,0,0
"LKA",2019,312261,0,0,0,318373,0,312261,98.0802392162652,98.0802392162652,0,0
"LKA",2020,297602,0,0,0,311116,0,297602,95.6562825441315,95.6562825441315,0,0
"LKA",2021,298459,0,0,0,309074,0,298459,96.5655474093583,96.5655474093583,0,0
"LKA",2022,269844,0,0,0,273056,0,269844,98.8236845189265,98.8236845189265,0,0
"LSO",2018,23089,0,0,0,38114,0,23089,60.5787899459516,60.5787899459516,0,0
"LSO",2019,34021,0,0,0,33684,0,34021,101.000475002969,101.000475002969,0,0
"LSO",2020,28377,0,0,0,33024,0,28377,85.9284156976744,85.9284156976744,0,0
"LSO",2021,29181,0,0,0,32351,0,29181,90.2012302556335,90.2012302556335,0,0
"LSO",2022,26565,0,0,0,31661,0,26565,83.9044881715676,83.9044881715676,0,0
"LTU",2017,27047,7833,0,0,29352,7833,34880,92.1470427909512,118.833469610248,26.6864268192968,26.6864268192968
"LTU",2018,25698,7706,0,0,27713,7706,33404,92.7290441309133,120.535488759788,27.8064446288745,27.8064446288746
"LTU",2019,24136,6970,0,0,26792,6970,31106,90.0865930128397,116.101821439236,26.0152284263959,26.0152284263959
"LTU",2020,22358,6090,0,0,25290,6090,28448,88.4064847765915,112.487149070779,24.0806642941874,24.0806642941874
"LTU",2021,26652,0,0,0,30801,0,26652,86.5296581279829,86.5296581279829,0,0
"LVA",2017,20887,1869,0,0,21356,1869,22756,97.8038958606481,106.555534744334,8.75163888368608,8.7516388836861
"LVA",2018,19788,1385,0,0,19977,1385,21173,99.0539119987986,105.986884917655,6.93297291885669,6.93297291885671
"LVA",2019,18767,1122,0,0,18971,1122,19889,98.9246745031891,104.838964735649,5.91429023246007,5.91429023246008
"LVA",2020,16860,0,0,0,17468,0,16860,96.5193496679643,96.5193496679643,0,0
"LVA",2021,16762,0,0,0,17420,0,16762,96.2227324913892,96.2227324913892,0,0
"MAC",2017,7321,0,0,0,7718,0,7321,94.8561803576056,94.8561803576056,0,0
"MAC",2018,6524,0,0,0,6688,0,6524,97.5478468899522,97.5478468899522,0,0
"MAC",2019,6003,0,0,0,6150,0,6003,97.609756097561,97.609756097561,0,0
"MAC",2020,5978,0,0,0,6219,0,5978,96.1247789033607,96.1247789033607,0,0
"MAC",2021,5297,0,0,0,5436,0,5297,97.4429727740986,97.4429727740986,0,0
"MDA",2017,35996,3180,0,0,38735,3180,39176,92.928875693817,101.13850522783,8.20962953401317,8.20962953401316
"MDA",2018,36536,0,33356,0,37696,33356,69892,96.9227504244482,185.409592529711,88.4868421052632,88.4868421052632
"MDA",2019,29331,3006,0,0,34810,3006,32337,84.2602700373456,92.8957196207986,8.63544958345303,8.63544958345302
"MDA",2020,27429,3639,0,0,32973,3639,31068,83.1862432899645,94.2225457192248,11.0363024292603,11.0363024292603
"MDA",2021,26206,0,0,0,31128,0,26206,84.1878694423028,84.1878694423028,0,0
"MDV",2018,6483,0,0,0,6504,0,6483,99.6771217712177,99.6771217712177,0,0
"MDV",2019,6386,0,0,0,6460,0,6386,98.8544891640867,98.8544891640867,0,0
"MDV",2020,9495,0,0,0,6132,0,9495,154.843444227006,154.843444227006,0,0
"MDV",2021,5931,0,0,0,6087,0,5931,97.4371611631345,97.4371611631345,0,0
"MDV",2022,5587,0,0,0,5689,0,5587,98.207066268237,98.207066268237,0,0
"MEX",2017,2129896,59954,0,0,2204730,59954,2189850,96.6057521782713,99.3250874256712,2.71933524739991,2.71933524739991
"MEX",2018,1615342,0,0,0,2202859,0,1615342,73.3293415511388,73.3293415511388,0,0
"MEX",2019,1987807,391768,0,391768,1909958,391768,2379575,104.075953502642,124.587818161446,20.511864658804,20.511864658804
"MEX",2020,2196900,964312,0,0,2131250,964312,3161212,103.080351906158,148.326662756598,45.2463108504399,45.2463108504399
"MEX",2021,1814279,0,0,0,2114701,0,1814279,85.7936417488808,85.7936417488808,0,0
"MHL",2017,1339,0,0,0,1615,0,1339,82.9102167182663,82.9102167182663,0,0
"MHL",2019,11,0,718,0,1274,718,729,0.86342229199372,57.2213500784929,56.3579277864992,56.3579277864992
"MHL",2020,542,0,0,0,1656,0,542,32.7294685990338,32.7294685990338,0,0
"MHL",2021,7,0,0,0,1006,0,7,0.695825049701789,0.695825049701789,0,0
"MKD",2017,17670,0,0,0,23629,0,17670,74.7809894621017,74.7809894621017,0,0
"MKD",2019,12764,5658,0,0,20273,5658,18422,62.9605879741528,90.8696295565531,27.9090415824002,27.9090415824002
"MKD",2020,14574,7123,0,0,20699,7123,21697,70.4091985120054,104.821488960819,34.412290448814,34.4122904488139
"MKD",2021,15791,0,0,0,22342,0,15791,70.6785426550891,70.6785426550891,0,0
"MLT",2017,4540,154,0,0,4756,154,4694,95.4583683767872,98.6963835155593,3.23801513877208,3.23801513877207
"MLT",2018,4337,0,0,0,4517,0,4337,96.0150542395395,96.0150542395395,0,0
"MLT",2019,4564,0,0,0,4782,0,4564,95.4412379757424,95.4412379757424,0,0
"MLT",2020,3784,0,0,0,4191,0,3784,90.2887139107612,90.2887139107612,0,0
"MLT",2021,4324,0,0,0,4507,0,4324,95.9396494342135,95.9396494342135,0,0
"MMR",2018,884649,0,0,0,950560,0,884649,93.0660873590305,93.0660873590305,0,0
"MMR",2019,814623,0,0,0,968376,0,814623,84.1225928771469,84.1225928771469,0,0
"MMR",2020,847905,0,0,0,927884,0,847905,91.3804958378418,91.3804958378418,0,0
"MMR",2021,413645,0,0,0,943217,0,413645,43.854701516194,43.854701516194,0,0
"MMR",2022,666736,0,0,0,888436,0,666736,75.0460359553192,75.0460359553192,0,0
"MNE",2017,3186,0,0,0,7574,0,3186,42.0649590705044,42.0649590705044,0,0
"MNE",2019,1729,0,0,0,7239,0,1729,23.8845144356955,23.8845144356955,0,0
"MNE",2020,1295,0,0,0,7088,0,1295,18.270316027088,18.270316027088,0,0
"MNE",2021,2342,0,0,0,7128,0,2342,32.8563411896745,32.8563411896745,0,0
"MNG",2018,71041,0,3542,0,71960,3542,74583,98.7229016120067,103.645080600334,4.92217898832685,4.92217898832685
"MNG",2019,70436,0,1710,0,71855,1710,72146,98.0251896179807,100.404982255932,2.37979263795143,2.37979263795143
"MNG",2020,71418,0,1120,0,73510,1120,72538,97.1541286899742,98.6777309209631,1.52360223098898,1.52360223098898
"MNG",2021,63815,0,3291,0,66999,3291,67106,95.2476902640338,100.159703876177,4.91201361214346,4.91201361214345
"MNG",2022,59004,0,0,0,62457,0,59004,94.4713963206686,94.4713963206686,0,0
"MNP",2018,2769,0,0,0,3679,0,2769,75.2650176678445,75.2650176678445,0,0
"MNP",2019,3329,0,0,0,4220,0,3329,78.8862559241706,78.8862559241706,0,0
"MNP",2020,1757,0,0,0,2052,0,1757,85.6237816764133,85.6237816764133,0,0
"MNP",2021,2321,0,0,0,3670,0,2321,63.2425068119891,63.2425068119891,0,0
"MOZ",2018,1151378,0,0,0,1001157,0,1151378,115.00473951638,115.00473951638,0,0
"MOZ",2019,1160134,0,31885,0,1002534,31885,1192019,115.720165101632,118.900605864739,3.18044076310629,3.1804407631063
"MOZ",2020,1145884,0,19743,0,1054798,19743,1165627,108.635397488429,110.507130275181,1.87173278675159,1.87173278675156
"MOZ",2021,1203604,0,0,0,1073872,0,1203604,112.080769402685,112.080769402685,0,0
"MOZ",2022,1237379,0,0,0,1094154,0,1237379,113.090022062708,113.090022062708,0,0
"MRT",2018,110855,0,0,0,142137,0,110855,77.9916559375814,77.9916559375814,0,0
"MRT",2019,124879,0,0,0,145452,0,124879,85.8558149767621,85.8558149767621,0,0
"MRT",2020,122745,0,6,0,148872,6,122751,82.4500241818475,82.454054489763,0.00403030791552475,0.00403030791552794
"MRT",2021,113990,0,488,0,152371,488,114478,74.8108235819152,75.1310944996095,0.320270917694312,0.320270917694302
"MRT",2022,131643,0,0,0,155967,0,131643,84.4043932370309,84.4043932370309,0,0
"MSR",2017,51,0,0,0,53,0,51,96.2264150943396,96.2264150943396,0,0
"MSR",2018,53,0,0,0,44,0,53,120.454545454545,120.454545454545,0,0
"MSR",2020,62,0,0,0,55,0,62,112.727272727273,112.727272727273,0,0
"MSR",2021,46,0,0,0,46,0,46,100,100,0,0
"MUS",2018,11936,0,110,0,12784,110,12046,93.3667083854819,94.2271589486859,0.860450563204005,0.860450563203997
"MUS",2019,11943,55,815,0,12675,870,12813,94.2248520710059,101.08875739645,6.86390532544379,6.8639053254438
"MUS",2020,11113,0,55,0,13265,55,11168,83.7768563889936,84.1914813418771,0.414624952883528,0.414624952883528
"MUS",2021,10457,0,71,0,12803,71,10528,81.6761696477388,82.2307271733188,0.554557525579942,0.554557525579938
"MUS",2022,10768,0,0,0,11924,0,10768,90.3052666890305,90.3052666890305,0,0
"MWI",2018,632972,0,1690,0,724502,1690,634662,87.3664945024306,87.5997581787214,0.233263676290749,0.233263676290747
"MWI",2019,670045,0,1104,0,729380,1104,671149,91.8650086374729,92.0163700677288,0.151361430255834,0.151361430255832
"MWI",2020,671712,0,0,0,747470,0,671712,89.8647437355345,89.8647437355345,0,0
"MWI",2021,646567,0,0,0,715540,0,646567,90.3607065992118,90.3607065992118,0,0
"MWI",2022,596965,0,0,0,727999,0,596965,82.0007994516476,82.0007994516476,0,0
"MYS",2018,496312,0,0,0,508685,0,496312,97.5676499208744,97.5676499208744,0,0
"MYS",2019,490255,0,0,0,501945,0,490255,97.6710595782406,97.6710595782406,0,0
"MYS",2020,475369,0,0,0,487957,0,475369,97.4202644905186,97.4202644905186,0,0
"MYS",2021,468004,0,0,0,470195,0,468004,99.534023118068,99.534023118068,0,0
"MYS",2022,454780,0,0,0,439744,0,454780,103.41926211614,103.41926211614,0,0
"NAM",2018,67909,0,5660,0,82977,5660,73569,81.8407510514962,88.6619183629198,6.82116731142365,6.82116731142365
"NAM",2019,67511,0,7086,0,84539,7086,74597,79.8578171021659,88.2397473355493,8.38193023338341,8.3819302333834
"NAM",2020,76087,0,0,0,84539,0,76087,90.00224748341,90.00224748341,0,0
"NAM",2021,85986,0,0,0,94101,0,85986,91.3762871807951,91.3762871807951,0,0
"NAM",2022,98170,0,0,0,97395,0,98170,100.795728733508,100.795728733508,0,0
"NIC",2017,151623,3005,0,0,134266,3005,154628,112.927323373006,115.165417901777,2.23809452877124,2.23809452877126
"NIC",2018,152232,0,0,12411,131606,12411,164643,115.672537726243,125.102958831664,9.43042110542073,9.43042110542071
"NIC",2019,146890,5664,140910,5664,128499,146574,293464,114.312173635593,228.378430960552,114.06625732496,114.06625732496
"NIC",2020,129958,16863,0,0,130288,16863,146821,99.7467149699128,112.689580007368,12.9428650374555,12.9428650374555
"NIC",2021,141101,0,0,0,128804,0,141101,109.547063755784,109.547063755784,0,0
"NIU",2017,27,34,28,0,26,62,89,103.846153846154,342.307692307692,238.461538461538,238.461538461538
"NIU",2018,33,0,33,0,33,33,66,100,200,100,100
"NIU",2021,42,0,39,0,42,39,81,100,192.857142857143,92.8571428571429,92.8571428571429
"NLD",2017,161541,0,0,0,173884,0,161541,92.9015895654574,92.9015895654574,0,0
"NLD",2018,161053,0,0,0,172089,0,161053,93.5870392645666,93.5870392645666,0,0
"NLD",2019,159670,0,0,0,170541,0,159670,93.625579772606,93.625579772606,0,0
"NLD",2020,158958,0,0,0,171390,0,158958,92.7463679327849,92.7463679327849,0,0
"NLD",2021,153450,0,0,0,171732,0,153450,89.3543428132206,89.3543428132206,0,0
"NOR",2018,55884,0,0,0,57820,0,55884,96.6516776202006,96.6516776202006,0,0
"NOR",2019,54268,0,0,0,56120,0,54268,96.6999287241625,96.6999287241625,0,0
"NOR",2020,53628,0,0,0,55540,0,53628,96.557436082103,96.557436082103,0,0
"NOR",2021,52634,0,0,0,54731,0,52634,96.1685333723118,96.1685333723118,0,0
"NPL",2018,506764,0,0,0,623394,0,506764,81.2911256765384,81.2911256765384,0,0
"NPL",2019,519675,0,0,0,621565,0,519675,83.6075068576899,83.6075068576899,0,0
"NPL",2020,493877,0,0,0,620739,0,493877,79.562746983837,79.562746983837,0,0
"NPL",2021,510257,0,0,0,620258,0,510257,82.265283156364,82.265283156364,0,0
"NPL",2022,492373,0,0,0,520049,0,492373,94.6781937855856,94.6781937855856,0,0
"NRU",2017,335,0,0,0,350,0,335,95.7142857142857,95.7142857142857,0,0
"NRU",2018,294,0,0,0,308,0,294,95.4545454545455,95.4545454545455,0,0
"NRU",2019,329,0,0,0,335,0,329,98.2089552238806,98.2089552238806,0,0
"NRU",2020,334,0,0,0,328,0,334,101.829268292683,101.829268292683,0,0
"NRU",2021,344,0,0,0,351,0,344,98.005698005698,98.005698005698,0,0
"NZL",2017,56878,0,0,0,61915,0,56878,91.8646531535169,91.8646531535169,0,0
"NZL",2018,56784,0,0,0,61880,0,56784,91.7647058823529,91.7647058823529,0,0
"NZL",2019,55460,0,0,0,60618,0,55460,91.4909762776733,91.4909762776733,0,0
"NZL",2020,54432,0,0,0,59767,0,54432,91.073669416233,91.073669416233,0,0
"NZL",2021,53744,0,0,0,59735,0,53744,89.9707039424123,89.9707039424123,0,0
"OMN",2017,87677,0,0,0,87677,0,87677,100,100,0,0
"OMN",2018,85681,85981,0,0,85702,85981,171662,99.9754964878299,200.301043149518,100.325546661688,100.325546661688
"OMN",2019,85981,0,0,0,85981,0,85981,100,100,0,0
"OMN",2020,80116,0,0,0,80141,0,80116,99.9688049812206,99.9688049812206,0,0
"OMN",2021,78490,0,0,0,79669,0,78490,98.5201270255683,98.5201270255683,0,0
"PAN",2017,78188,2425,0,0,74116,2425,80613,105.494090344865,108.765988450537,3.27189810567219,3.27189810567218
"PAN",2018,71756,0,0,0,74080,0,71756,96.8628509719222,96.8628509719222,0,0
"PAN",2019,58804,5646,4982,5646,73952,10628,69432,79.5164430982259,93.8879273041973,14.3714842059714,14.3714842059714
"PAN",2020,68229,0,0,0,73943,0,68229,92.2724260579095,92.2724260579095,0,0
"PER",2017,510238,30713,0,0,553277,30713,540951,92.2210755191342,97.7721828306617,5.5511073115275,5.5511073115275
"PER",2018,469481,0,0,0,553993,0,469481,84.744933600244,84.744933600244,0,0
"PER",2019,427078,25248,140987,16473,553993,182708,609786,77.0908657690621,110.071065879894,32.9802001108317,32.9802001108317
"PER",2020,434356,25620,0,14865,553993,40485,474841,78.4046007801543,85.7124548505126,7.30785407035829,7.30785407035829
"PER",2021,397567,0,0,0,537207,0,397567,74.0062955248163,74.0062955248163,0,0
"PHL",2018,1919535,21722,207442,0,2866558,229164,2148699,66.9630616230336,74.9574576896752,7.9943960666416,7.9943960666416
"PHL",2019,1658713,0,16319,0,2221454,16319,1675032,74.6678976922322,75.4025066465477,0.734608954315507,0.73460895431549
"PHL",2020,1528923,101312,0,0,2123158,101312,1630235,72.0117391169192,76.783498920005,4.77175980308578,4.77175980308579
"PHL",2021,1214820,0,249789,0,2128152,249789,1464609,57.0833286344209,68.8206951383172,11.7373665038963,11.7373665038963
"PHL",2022,1469429,0,0,0,2131496,0,1469429,68.9388579664236,68.9388579664236,0,0
"PLW",2017,297,0,0,0,328,0,297,90.5487804878049,90.5487804878049,0,0
"PLW",2018,320,0,0,0,329,0,320,97.2644376899696,97.2644376899696,0,0
"PLW",2019,344,0,0,0,369,0,344,93.2249322493225,93.2249322493225,0,0
"PLW",2020,553,0,0,0,595,0,553,92.9411764705882,92.9411764705882,0,0
"PLW",2021,300,0,0,0,310,0,300,96.7741935483871,96.7741935483871,0,0
"PNG",2018,101538,129861,0,0,271531,129861,231399,37.3946252914032,85.2201037818886,47.8254784904854,47.8254784904854
"PNG",2019,95025,0,79719,0,290784,79719,174744,32.6788956751403,60.0940904588973,27.415194783757,27.415194783757
"PNG",2020,130280,0,0,0,298523,0,130280,43.6415284584437,43.6415284584437,0,0
"PNG",2021,107512,0,0,0,306488,0,107512,35.0786980240662,35.0786980240662,0,0
"PNG",2022,128786,0,0,0,314650,0,128786,40.9299221357063,40.9299221357063,0,0
"POL",2017,351587,0,0,0,378311,0,351587,92.9359706696342,92.9359706696342,0,0
"POL",2019,265405,0,0,0,330467,0,265405,80.3121037804077,80.3121037804077,0,0
"PRK",2018,328882,0,0,0,335037,0,328882,98.1628894719091,98.1628894719091,0,0
"PRK",2019,317772,0,0,0,322449,0,317772,98.5495380664849,98.5495380664849,0,0
"PRK",2020,303428,0,0,0,306153,0,303428,99.1099221631015,99.1099221631015,0,0
"PRK",2021,129307,0,0,0,307792,0,129307,42.0111633830639,42.0111633830639,0,0
"PRK",2022,150443,0,0,0,302701,0,150443,49.7001992064777,49.7001992064777,0,0
"PRY",2017,114089,5589,0,0,141218,5589,119678,80.7892761545979,84.746986928012,3.95771077341415,3.95771077341415
"PRY",2018,105514,0,0,2445,141319.9168,2445,107959,74.6632197281339,76.3933367953978,1.73011706726394,1.73011706726393
"PRY",2019,96044,7577,4356,4203,141547,16136,112180,67.8530806022028,79.2528276826778,11.399747080475,11.3997470804751
"PRY",2020,79723,8885,0,6705,141616,15590,95313,56.2951926336007,67.3038357247769,11.0086430911761,11.0086430911761
"PRY",2021,59763,0,0,0,141802,0,59763,42.145385819664,42.145385819664,0,0
