"COUNTRY","YEAR","VACCINECODE","AGEGROUP","DOSES"
"MCO",2018,"MCV1","NOT_COLLECTED",NA
"HTI",2018,"DTPCV3","12_TO_23_MONTHS",NA
"VGB",2018,"MCV1","NOT_COLLECTED","306"
"FIN",2017,"DTPCV3","NOT_COLLECTED",NA
"SAU",2018,"DTPCV3","NOT_COLLECTED","530795"
"CYM",2018,"DTPCV3","GTEQ_24_MONTHS","0"
"SXM",2018,"DTPCV3","NOT_COLLECTED","374"
"COM",2018,"DTPCV3","NOT_COLLECTED","17918"
"FIN",2019,"MCV1","NOT_COLLECTED",NA
"WLF",2017,"MCV1","NOT_COLLECTED","157"
"TTO",2018,"MCV1","NOT_COLLECTED","14930"
"PAN",2017,"DTPCV3","NOT_COLLECTED","57946"
"KWT",2017,"MCV1","NOT_COLLECTED","59512"
"GUY",2018,"DTPCV3","GTEQ_24_MONTHS",NA
"THA",2018,"DTPCV3","NOT_COLLECTED","379337"
"KAZ",2018,"MCV1","NOT_COLLECTED","342429"
"VNM",2019,"MCV1","NOT_COLLECTED","1521731"
"QAT",2018,"DTPCV3","NOT_COLLECTED","27304"
"KNA",2018,"DTPCV3","NOT_COLLECTED","653"
"BFA",2018,"MCV1","NOT_COLLECTED","803019"
"NIC",2018,"DTPCV3","GTEQ_24_MONTHS","0"
"ARE",2018,"DTPCV3","NOT_COLLECTED","49236"
"COM",2017,"DTPCV3","NOT_COLLECTED","17929"
"ETH",2018,"DTPCV3","NOT_COLLECTED","2871011"
"BEL",2017,"DTPCV3","NOT_COLLECTED",NA
"BEL",2018,"MCV1","NOT_COLLECTED",NA
"SMR",2019,"MCV1","NOT_COLLECTED","204"
"ITA",2018,"DTPCV3","NOT_COLLECTED","443181"
"SUR",2019,"DTPCV3","NOT_COLLECTED","8143"
"LSO",2017,"MCV1","NOT_COLLECTED","28931"
"SDN",2019,"MCV1","NOT_COLLECTED","1465532"
"PER",2018,"DTPCV3","NOT_COLLECTED","517500"
"MNG",2019,"DTPCV3","NOT_COLLECTED","73245"
"AFG",2019,"MCV1","NOT_COLLECTED","1303953"
"BLZ",2017,"DTPCV3","NOT_COLLECTED","6262"
"SLB",2018,"DTPCV3","NOT_COLLECTED","14028"
"HRV",2018,"DTPCV3","NOT_COLLECTED","35126"
"ABW",2018,"DTPCV3","GTEQ_24_MONTHS",NA
"SWZ",2018,"DTPCV3","NOT_COLLECTED","28351"
"URY",2019,"DTPCV3","NOT_COLLECTED","35391"
"VGB",2019,"MCV1","NOT_COLLECTED","279"
"ARM",2018,"DTPCV3","NOT_COLLECTED","32303"
"VNM",2017,"MCV1","NOT_COLLECTED","1623674"
"PER",2018,"MCV1","GTEQ_24_MONTHS","47817"
"URY",2019,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2017,"DTPCV3","NOT_COLLECTED","763"
"MAC",2017,"DTPCV3","NOT_COLLECTED","7239"
"AGO",2017,"MCV1","NOT_COLLECTED","704733"
"PYF",2018,"DTPCV3","NOT_COLLECTED","-2222"
"TUN",2018,"MCV1","NOT_COLLECTED","185623"
"DJI",2019,"DTPCV3","NOT_COLLECTED","20664"
"SYR",2017,"DTPCV3","NOT_COLLECTED","342401"
"HTI",2018,"DTPCV3","GTEQ_24_MONTHS",NA
"BGR",2017,"DTPCV3","NOT_COLLECTED","58779"
"BOL",2018,"MCV1","GTEQ_24_MONTHS",NA
"SMR",2017,"MCV1","NOT_COLLECTED",NA
"LBR",2017,"MCV1","NOT_COLLECTED","144783"
"LCA",2019,"DTPCV3","NOT_COLLECTED","1741"
"BOL",2018,"DTPCV3","12_TO_23_MONTHS",NA
"VCT",2019,"DTPCV3","NOT_COLLECTED","1498"
"TCA",2018,"MCV1","NOT_COLLECTED","588"
"SLV",2017,"MCV1","NOT_COLLECTED","95040"
"CAN",2018,"DTPCV3","GTEQ_24_MONTHS",NA
"DEU",2018,"MCV1","NOT_COLLECTED","617469"
"TCA",2018,"MCV1","GTEQ_24_MONTHS","17"
"BTN",2019,"MCV1","NOT_COLLECTED","11005"
"SLE",2019,"DTPCV3","NOT_COLLECTED","272175"
"COL",2018,"MCV1","NOT_COLLECTED","692174"
"BHR",2019,"DTPCV3","NOT_COLLECTED","18463"
"MHL",2017,"MCV1","NOT_COLLECTED","819"
"ITA",2019,"DTPCV3","NOT_COLLECTED",NA
"MDA",2017,"DTPCV3","NOT_COLLECTED","36240"
"LBN",2017,"MCV1","NOT_COLLECTED","125130"
"SXM",2018,"MCV1","GTEQ_24_MONTHS","87"
"LAO",2017,"DTPCV3","NOT_COLLECTED","152340"
"GRD",2018,"DTPCV3","NOT_COLLECTED","1321"
"MDV",2017,"DTPCV3","NOT_COLLECTED","6570"
"TUN",2019,"MCV1","NOT_COLLECTED","187511"
"KNA",2019,"DTPCV3","NOT_COLLECTED","664"
"IRN",2018,"DTPCV3","NOT_COLLECTED","1446336"
"TKL",2018,"MCV1","NOT_COLLECTED","26"
"AZE",2019,"MCV1","NOT_COLLECTED","131701"
"BRA",2018,"MCV1","GTEQ_24_MONTHS","12084919"
"LVA",2019,"DTPCV3","NOT_COLLECTED","18587"
"GIN",2019,"DTPCV3","NOT_COLLECTED","417446"
"ATG",2018,"DTPCV3","NOT_COLLECTED","995"
"DMA",2019,"DTPCV3","NOT_COLLECTED","695"
"BEL",2019,"DTPCV3","NOT_COLLECTED",NA
"MEX",2018,"DTPCV3","GTEQ_24_MONTHS",NA
"LBN",2017,"DTPCV3","NOT_COLLECTED","128711"
"HUN",2019,"MCV1","NOT_COLLECTED","90125"
"COK",2017,"MCV1","NOT_COLLECTED","238"
"CHL",2017,"DTPCV3","NOT_COLLECTED","208246"
"TUV",2018,"DTPCV3","NOT_COLLECTED","258"
"VNM",2017,"DTPCV3","NOT_COLLECTED","1574238"
"ECU",2018,"DTPCV3","NOT_COLLECTED","283346"
"CHL",2017,"MCV1","NOT_COLLECTED","216678"
"AIA",2018,"DTPCV3","NOT_COLLECTED","143"
"UZB",2017,"MCV1","NOT_COLLECTED","695258"
"BLZ",2018,"DTPCV3","NOT_COLLECTED","6726"
"BLR",2018,"DTPCV3","NOT_COLLECTED","92317"
"NIC",2019,"MCV1","NOT_COLLECTED","152232"
"FSM",2018,"MCV1","NOT_COLLECTED","3369"
"LBN",2019,"MCV1","NOT_COLLECTED","112419"
"TLS",2017,"DTPCV3","NOT_COLLECTED","36571"
"IDN",2017,"DTPCV3","NOT_COLLECTED","4423950"
"AFG",2018,"MCV1","NOT_COLLECTED","1393058"
"LBY",2018,"DTPCV3","NOT_COLLECTED","257643"
"BEL",2017,"MCV1","NOT_COLLECTED",NA
"AIA",2018,"MCV1","GTEQ_24_MONTHS","14"
"JAM",2018,"DTPCV3","12_TO_23_MONTHS","238"
"ZMB",2017,"MCV1","NOT_COLLECTED","632856"
"DMA",2018,"DTPCV3","GTEQ_24_MONTHS","0"
"BGD",2018,"DTPCV3","NOT_COLLECTED","3686023"
"MHL",2018,"MCV1","NOT_COLLECTED","1339"
"DZA",2018,"DTPCV3","NOT_COLLECTED","992791"
"GTM",2019,"DTPCV3","12_TO_23_MONTHS","15836"
"THA",2017,"DTPCV3","NOT_COLLECTED","431000"
"BTN",2017,"MCV1","NOT_COLLECTED","10336"
"AZE",2019,"DTPCV3","NOT_COLLECTED","125386"
"AUS",2019,"DTPCV3","NOT_COLLECTED","282872"
"SWE",2018,"DTPCV3","NOT_COLLECTED",NA
"UKR",2017,"DTPCV3","NOT_COLLECTED","195481"
"RUS",2017,"MCV1","NOT_COLLECTED","1763037"
"TCA",2018,"DTPCV3","12_TO_23_MONTHS","7"
"MCO",2019,"DTPCV3","NOT_COLLECTED",NA
"TGO",2017,"MCV1","NOT_COLLECTED","273126"
"BRB",2018,"DTPCV3","NOT_COLLECTED","2257"
"PER",2019,"DTPCV3","GTEQ_24_MONTHS","10914"
"ARG",2018,"DTPCV3","NOT_COLLECTED","593292"
"COL",2019,"MCV1","GTEQ_24_MONTHS","650599"
"KAZ",2019,"DTPCV3","NOT_COLLECTED","339865"
"YEM",2017,"MCV1","NOT_COLLECTED","720209"
"BFA",2017,"DTPCV3","NOT_COLLECTED","808698"
"TUR",2019,"DTPCV3","NOT_COLLECTED","1161195"
"NCL",2018,"DTPCV3","NOT_COLLECTED",NA
"CAF",2019,"DTPCV3","NOT_COLLECTED","131879"
"DOM",2019,"MCV1","NOT_COLLECTED","187272"
"ATG",2018,"MCV1","NOT_COLLECTED","1013"
"ERI",2017,"MCV1","NOT_COLLECTED","76643"
"AUT",2018,"MCV1","NOT_COLLECTED",NA
"SLV",2018,"DTPCV3","GTEQ_24_MONTHS",NA
"COM",2018,"MCV1","NOT_COLLECTED","17159"
"BEN",2019,"MCV1","NOT_COLLECTED","399070"
"MSR",2018,"DTPCV3","GTEQ_24_MONTHS",NA
"BDI",2019,"MCV1","NOT_COLLECTED","377102"
"BOL",2017,"DTPCV3","NOT_COLLECTED","202983"
"WLF",2019,"DTPCV3","NOT_COLLECTED","157"
"AGO",2019,"MCV1","NOT_COLLECTED","845679"
"PYF",2019,"DTPCV3","NOT_COLLECTED","-2222"
"MWI",2017,"MCV1","NOT_COLLECTED","578875"
"ROU",2017,"MCV1","NOT_COLLECTED","140012"
"NIU",2018,"DTPCV3","NOT_COLLECTED","22"
"ESP",2017,"DTPCV3","NOT_COLLECTED","376720"
"SRB",2017,"DTPCV3","NOT_COLLECTED","61702"
"FSM",2017,"MCV1","NOT_COLLECTED","3671"
"LBY",2017,"MCV1","NOT_COLLECTED","234929"
"PNG",2019,"MCV1","NOT_COLLECTED","95025"
"PAN",2019,"DTPCV3","NOT_COLLECTED","64435"
"BHS",2018,"DTPCV3","NOT_COLLECTED","3695"
"TKM",2019,"MCV1","NOT_COLLECTED",NA
"KEN",2019,"MCV1","NOT_COLLECTED","1262002"
"GAB",2018,"MCV1","NOT_COLLECTED","40687"
"LKA",2017,"MCV1","NOT_COLLECTED","317180"
"HKG",2019,"MCV1","NOT_COLLECTED",NA
"BTN",2017,"DTPCV3","NOT_COLLECTED","10528"
"ARE",2017,"DTPCV3","NOT_COLLECTED","82530"
"VEN",2019,"MCV1","NOT_COLLECTED","498537"
"GUM",2017,"DTPCV3","NOT_COLLECTED",NA
"ECU",2018,"DTPCV3","12_TO_23_MONTHS","4880"
"GRD",2018,"MCV1","GTEQ_24_MONTHS","30"
"PAK",2019,"MCV1","NOT_COLLECTED","6216627"
"ECU",2018,"DTPCV3","GTEQ_24_MONTHS","8609"
"ABW",2019,"DTPCV3","NOT_COLLECTED","1132"
"VEN",2017,"MCV1","NOT_COLLECTED","519056"
"FSM",2019,"DTPCV3","NOT_COLLECTED","3446"
"PSE",2018,"DTPCV3","NOT_COLLECTED","135425"
"TUR",2017,"MCV1","NOT_COLLECTED","1245698"
"TTO",2018,"DTPCV3","GTEQ_24_MONTHS","0"
"MHL",2019,"MCV1","NOT_COLLECTED","0"
"CYP",2019,"MCV1","NOT_COLLECTED","3866"
"BGR",2017,"MCV1","NOT_COLLECTED","59377"
"MUS",2018,"DTPCV3","NOT_COLLECTED","11026"
"AFG",2017,"MCV1","NOT_COLLECTED","1232145"
"KNA",2019,"MCV1","NOT_COLLECTED","666"
"BRN",2017,"MCV1","NOT_COLLECTED","6065"
"KGZ",2019,"MCV1","NOT_COLLECTED","143428"
"VGB",2017,"MCV1","NOT_COLLECTED","317"
"DEU",2017,"MCV1","NOT_COLLECTED","625418"
"TUV",2019,"DTPCV3","NOT_COLLECTED","283"
"SLV",2019,"MCV1","NOT_COLLECTED","90979"
"SLV",2018,"MCV1","NOT_COLLECTED","89293"
"SUR",2018,"DTPCV3","GTEQ_24_MONTHS","4"
"NIC",2018,"MCV1","NOT_COLLECTED","151623"
"OMN",2018,"MCV1","NOT_COLLECTED","87677"
"DOM",2018,"MCV1","NOT_COLLECTED","182863"
"CMR",2019,"DTPCV3","NOT_COLLECTED","698707"
"MRT",2019,"DTPCV3","NOT_COLLECTED","129443"
"CAN",2019,"MCV1","NOT_COLLECTED",NA
"PRK",2017,"MCV1","NOT_COLLECTED","334766"
"EGY",2019,"DTPCV3","NOT_COLLECTED","2212189"
"SRB",2017,"MCV1","NOT_COLLECTED","56467"
"TCD",2017,"DTPCV3","NOT_COLLECTED","532939"
"CAF",2017,"DTPCV3","NOT_COLLECTED","83838"
"ALB",2018,"DTPCV3","NOT_COLLECTED","29066"
"KOR",2018,"MCV1","NOT_COLLECTED","401118"
"KNA",2017,"MCV1","NOT_COLLECTED","716"
"KIR",2017,"DTPCV3","NOT_COLLECTED","2805"
"SYR",2018,"MCV1","NOT_COLLECTED","420483"
"IND",2018,"DTPCV3","NOT_COLLECTED","22842294"
"NZL",2018,"DTPCV3","NOT_COLLECTED","56578"
"KNA",2018,"MCV1","NOT_COLLECTED","683"
"DOM",2019,"DTPCV3","GTEQ_24_MONTHS",NA
"MUS",2018,"MCV1","NOT_COLLECTED","11936"
"CUW",2018,"DTPCV3","12_TO_23_MONTHS",NA
"VCT",2018,"DTPCV3","GTEQ_24_MONTHS",NA
"SXM",2017,"DTPCV3","NOT_COLLECTED","410"
"MLT",2018,"MCV1","NOT_COLLECTED","4540"
"LUX",2018,"DTPCV3","NOT_COLLECTED",NA
"DZA",2017,"DTPCV3","NOT_COLLECTED","948691"
"CRI",2018,"DTPCV3","NOT_COLLECTED","64597"
"HTI",2018,"DTPCV3","NOT_COLLECTED","240852"
"MDG",2019,"MCV1","NOT_COLLECTED","824041"
"MMR",2019,"DTPCV3","NOT_COLLECTED","873540"
"GRD",2017,"DTPCV3","NOT_COLLECTED","1283"
"BHR",2017,"MCV1","NOT_COLLECTED","20257"
"CZE",2019,"MCV1","NOT_COLLECTED",NA
"LVA",2017,"MCV1","NOT_COLLECTED","21230"
"CHL",2018,"MCV1","GTEQ_24_MONTHS","262"
"HKG",2017,"MCV1","NOT_COLLECTED",NA
"LAO",2017,"MCV1","NOT_COLLECTED","145687"
"NPL",2018,"DTPCV3","NOT_COLLECTED","538055"
"MCO",2017,"MCV1","NOT_COLLECTED",NA
"IRL",2019,"MCV1","NOT_COLLECTED","42519"
"BOL",2019,"DTPCV3","NOT_COLLECTED","182949"
"MLI",2017,"DTPCV3","NOT_COLLECTED","676044"
"SYC",2018,"DTPCV3","NOT_COLLECTED","1621"
"BLR",2017,"DTPCV3","NOT_COLLECTED","99879"
"SVN",2018,"MCV1","NOT_COLLECTED",NA
"WSM",2017,"DTPCV3","NOT_COLLECTED","4839"
"KNA",2017,"DTPCV3","NOT_COLLECTED","717"
"ESP",2017,"MCV1","NOT_COLLECTED","398473"
"SGP",2018,"MCV1","NOT_COLLECTED","31882"
"BMU",2018,"DTPCV3","12_TO_23_MONTHS",NA
"GBR",2017,"MCV1","NOT_COLLECTED","717787"
"NAM",2018,"MCV1","NOT_COLLECTED","67909"
"THA",2018,"MCV1","NOT_COLLECTED","376388"
"GNQ",2018,"DTPCV3","NOT_COLLECTED","16126"
"MAC",2018,"MCV1","NOT_COLLECTED","7321"
"GUM",2017,"MCV1","NOT_COLLECTED",NA
"PRK",2018,"MCV1","NOT_COLLECTED","328882"
"ZWE",2019,"DTPCV3","NOT_COLLECTED","407364"
"PHL",2018,"MCV1","NOT_COLLECTED","1919535"
"CUW",2017,"DTPCV3","NOT_COLLECTED","1574"
"MHL",2017,"DTPCV3","NOT_COLLECTED","290"
"DOM",2018,"MCV1","GTEQ_24_MONTHS","18247"
"KEN",2017,"MCV1","NOT_COLLECTED","1060964"
"BLZ",2019,"DTPCV3","NOT_COLLECTED","6980"
"COG",2019,"DTPCV3","NOT_COLLECTED","178089"
"CRI",2019,"DTPCV3","NOT_COLLECTED","64804"
"SSD",2018,"MCV1","NOT_COLLECTED","276021"
"VGB",2018,"MCV1","GTEQ_24_MONTHS","98"
"GAB",2019,"DTPCV3","NOT_COLLECTED","49737"
"IRL",2018,"MCV1","NOT_COLLECTED","53048"
"PLW",2017,"MCV1","NOT_COLLECTED","305"
"TUV",2017,"MCV1","NOT_COLLECTED","263"
"CYP",2017,"MCV1","NOT_COLLECTED","4472"
"SAU",2017,"DTPCV3","NOT_COLLECTED","530189"
"MLT",2018,"DTPCV3","NOT_COLLECTED","4381"
"JOR",2018,"DTPCV3","NOT_COLLECTED","190053"
"CRI",2018,"MCV1","NOT_COLLECTED","65373"
"BRA",2019,"MCV1","GTEQ_24_MONTHS","9708517"
"TKM",2017,"MCV1","NOT_COLLECTED",NA
"RWA",2017,"DTPCV3","NOT_COLLECTED","361234"
"SOM",2017,"MCV1","NOT_COLLECTED","310220"
"IRQ",2018,"MCV1","NOT_COLLECTED","926682"
"CUB",2018,"DTPCV3","GTEQ_24_MONTHS",NA
"VUT",2017,"MCV1","NOT_COLLECTED","7521"
"BGR",2018,"DTPCV3","NOT_COLLECTED","55282"
"COM",2017,"MCV1","NOT_COLLECTED","17034"
"USA",2019,"MCV1","NOT_COLLECTED",NA
"TON",2018,"MCV1","NOT_COLLECTED",NA
"GAB",2018,"DTPCV3","NOT_COLLECTED","48314"
"CUB",2019,"DTPCV3","NOT_COLLECTED","109141"
"ISL",2019,"MCV1","NOT_COLLECTED","3936"
"NOR",2017,"MCV1","NOT_COLLECTED",NA
"TKL",2018,"DTPCV3","NOT_COLLECTED","29"
"CPV",2017,"DTPCV3","NOT_COLLECTED","10068"
"SAU",2019,"DTPCV3","NOT_COLLECTED","440164"
"BMU",2017,"DTPCV3","NOT_COLLECTED","456"
"SWZ",2018,"MCV1","NOT_COLLECTED","26494"
"MRT",2017,"DTPCV3","NOT_COLLECTED","120384"
"LUX",2017,"MCV1","NOT_COLLECTED",NA
"BHS",2017,"MCV1","NOT_COLLECTED","3726"
"BIH",2018,"MCV1","NOT_COLLECTED","21610"
"BRA",2019,"DTPCV3","GTEQ_24_MONTHS",NA
"KNA",2018,"DTPCV3","12_TO_23_MONTHS","4"
"BEL",2019,"MCV1","NOT_COLLECTED",NA
"GRD",2017,"MCV1","NOT_COLLECTED","1408"
"NGA",2017,"MCV1","NOT_COLLECTED","7630146"
"SWE",2017,"MCV1","NOT_COLLECTED",NA
"CHE",2019,"MCV1","NOT_COLLECTED",NA
"SDN",2017,"MCV1","NOT_COLLECTED","1365107"
"TTO",2018,"DTPCV3","12_TO_23_MONTHS","0"
"TCA",2017,"DTPCV3","NOT_COLLECTED","579"
"VGB",2018,"DTPCV3","12_TO_23_MONTHS","7"
"ECU",2019,"DTPCV3","12_TO_23_MONTHS",NA
"LCA",2018,"DTPCV3","NOT_COLLECTED","1774"
"TCA",2019,"DTPCV3","NOT_COLLECTED","546"
"PSE",2018,"MCV1","NOT_COLLECTED","137129"
"MKD",2017,"DTPCV3","NOT_COLLECTED","19698"
"PLW",2019,"MCV1","NOT_COLLECTED","320"
"DNK",2017,"MCV1","NOT_COLLECTED","55809"
"MOZ",2018,"MCV1","NOT_COLLECTED","1151378"
"LBR",2019,"DTPCV3","NOT_COLLECTED","154382"
"CUW",2018,"MCV1","GTEQ_24_MONTHS",NA
"NOR",2019,"MCV1","NOT_COLLECTED","55884"
"JOR",2017,"DTPCV3","NOT_COLLECTED","213044"
"AIA",2018,"MCV1","NOT_COLLECTED","137"
"PER",2018,"DTPCV3","GTEQ_24_MONTHS","14834"
"LTU",2018,"DTPCV3","NOT_COLLECTED","25661"
"SLV",2017,"DTPCV3","NOT_COLLECTED","94223"
"AUT",2018,"DTPCV3","NOT_COLLECTED",NA
"VEN",2019,"MCV1","GTEQ_24_MONTHS","155518"
"VNM",2019,"DTPCV3","NOT_COLLECTED","1425547"
"PRT",2018,"MCV1","NOT_COLLECTED",NA
"BRB",2017,"DTPCV3","NOT_COLLECTED","2198"
"MMR",2017,"DTPCV3","NOT_COLLECTED","849374"
"GTM",2018,"DTPCV3","NOT_COLLECTED","327064"
"ABW",2017,"DTPCV3","NOT_COLLECTED","1214"
"ATG",2017,"MCV1","NOT_COLLECTED","1087"
"PRT",2018,"DTPCV3","NOT_COLLECTED",NA
"LKA",2019,"MCV1","NOT_COLLECTED","312261"
"NRU",2017,"DTPCV3","NOT_COLLECTED","318"
"HRV",2017,"DTPCV3","NOT_COLLECTED","35387"
"BOL",2019,"MCV1","NOT_COLLECTED","191006"
"JAM",2018,"DTPCV3","GTEQ_24_MONTHS","241"
"YEM",2019,"MCV1","NOT_COLLECTED","781154"
"YEM",2017,"DTPCV3","NOT_COLLECTED","818672"
"POL",2018,"DTPCV3","NOT_COLLECTED","376461"
"HUN",2017,"MCV1","NOT_COLLECTED","89571"
"LVA",2018,"MCV1","NOT_COLLECTED","20887"
"MEX",2019,"DTPCV3","GTEQ_24_MONTHS",NA
"MAR",2019,"MCV1","NOT_COLLECTED","669942"
"GAB",2017,"DTPCV3","NOT_COLLECTED","49661"
"SLV",2019,"MCV1","GTEQ_24_MONTHS","1380"
"SLV",2018,"MCV1","GTEQ_24_MONTHS","1165"
"NER",2019,"MCV1","NOT_COLLECTED","940636"
"PRT",2017,"MCV1","NOT_COLLECTED",NA
"FIN",2017,"MCV1","NOT_COLLECTED",NA
"SLE",2019,"MCV1","NOT_COLLECTED","265458"
"MSR",2017,"MCV1","NOT_COLLECTED","51"
"CIV",2018,"MCV1","NOT_COLLECTED","886850"
"BHS",2018,"MCV1","GTEQ_24_MONTHS",NA
"JAM",2019,"DTPCV3","NOT_COLLECTED","32780"
"LBY",2017,"DTPCV3","NOT_COLLECTED","239980"
"HTI",2018,"MCV1","GTEQ_24_MONTHS",NA
"ZWE",2017,"MCV1","NOT_COLLECTED","398692"
"NIU",2017,"DTPCV3","NOT_COLLECTED","19"
"IRN",2018,"MCV1","NOT_COLLECTED","1469925"
"BMU",2018,"DTPCV3","NOT_COLLECTED","501"
"MYS",2017,"MCV1","NOT_COLLECTED","489033"
"GUY",2017,"DTPCV3","NOT_COLLECTED","14530"
"UKR",2017,"MCV1","NOT_COLLECTED","349228"
"LUX",2017,"DTPCV3","NOT_COLLECTED",NA
"WLF",2019,"MCV1","NOT_COLLECTED","155"
"MDG",2018,"MCV1","NOT_COLLECTED","745833"
"CAN",2019,"DTPCV3","NOT_COLLECTED",NA
"JOR",2018,"MCV1","NOT_COLLECTED","183159"
"DMA",2018,"DTPCV3","NOT_COLLECTED","593"
"LBN",2018,"DTPCV3","NOT_COLLECTED","130113"
"GRD",2018,"DTPCV3","12_TO_23_MONTHS","21"
"BRB",2018,"MCV1","NOT_COLLECTED","2060"
"SUR",2018,"DTPCV3","12_TO_23_MONTHS","209"
"UKR",2018,"MCV1","NOT_COLLECTED","313128"
"CRI",2018,"DTPCV3","GTEQ_24_MONTHS",NA
"NGA",2019,"DTPCV3","NOT_COLLECTED","6830033"
"ARM",2019,"MCV1","NOT_COLLECTED","32911"
"ISL",2019,"DTPCV3","NOT_COLLECTED","4037"
"CIV",2019,"MCV1","NOT_COLLECTED","928216"
"BWA",2018,"MCV1","NOT_COLLECTED","49890"
"ISR",2017,"DTPCV3","NOT_COLLECTED","-4444"
"BWA",2018,"DTPCV3","NOT_COLLECTED","49555"
"GNQ",2018,"MCV1","NOT_COLLECTED","13819"
"NIU",2019,"DTPCV3","NOT_COLLECTED","16"
"LSO",2019,"MCV1","NOT_COLLECTED","34021"
"IDN",2018,"MCV1","NOT_COLLECTED","4340125"
"URY",2019,"MCV1","NOT_COLLECTED","38684"
"BMU",2018,"MCV1","NOT_COLLECTED","510"
"SOM",2019,"MCV1","NOT_COLLECTED","430275"
"MRT",2018,"MCV1","NOT_COLLECTED","110855"
"MCO",2017,"DTPCV3","NOT_COLLECTED",NA
"CRI",2019,"MCV1","GTEQ_24_MONTHS",NA
"JPN",2018,"MCV1","NOT_COLLECTED","995588"
"BOL",2019,"DTPCV3","GTEQ_24_MONTHS","2989"
"USA",2018,"DTPCV3","NOT_COLLECTED",NA
"NAM",2018,"DTPCV3","NOT_COLLECTED","74222"
"LCA",2018,"DTPCV3","12_TO_23_MONTHS","24"
"PRY",2019,"MCV1","NOT_COLLECTED","105514"
"CMR",2018,"DTPCV3","NOT_COLLECTED","681976"
"PAK",2018,"MCV1","NOT_COLLECTED","5420380"
"JPN",2017,"MCV1","NOT_COLLECTED","994138"
"PAN",2018,"DTPCV3","12_TO_23_MONTHS","9029"
"HRV",2018,"MCV1","NOT_COLLECTED","36970"
"UZB",2017,"DTPCV3","NOT_COLLECTED","713696"
"HND",2019,"DTPCV3","GTEQ_24_MONTHS","0"
"COM",2019,"DTPCV3","NOT_COLLECTED","18753"
"CUW",2019,"MCV1","NOT_COLLECTED","1716"
"PAN",2019,"DTPCV3","GTEQ_24_MONTHS","2140"
"LTU",2019,"DTPCV3","NOT_COLLECTED","24516"
"MLT",2017,"DTPCV3","NOT_COLLECTED","4656"
"TGO",2019,"MCV1","NOT_COLLECTED","282713"
"CUB",2018,"DTPCV3","12_TO_23_MONTHS",NA
"ALB",2019,"MCV1","NOT_COLLECTED","26655"
"MOZ",2019,"MCV1","NOT_COLLECTED","1160134"
"BFA",2017,"MCV1","NOT_COLLECTED","769659"
"KEN",2019,"DTPCV3","NOT_COLLECTED","1289390"
"LKA",2018,"MCV1","NOT_COLLECTED","317014"
"MDV",2019,"DTPCV3","NOT_COLLECTED","6364"
"URY",2017,"DTPCV3","NOT_COLLECTED",NA
"TZA",2018,"DTPCV3","NOT_COLLECTED","1984510"
"ESP",2019,"MCV1","NOT_COLLECTED","402137"
"PRT",2019,"MCV1","NOT_COLLECTED",NA
"MLI",2019,"MCV1","NOT_COLLECTED","761823"
"ABW",2017,"MCV1","NOT_COLLECTED","1227"
"BLZ",2019,"MCV1","NOT_COLLECTED","7057"
"SAU",2017,"MCV1","NOT_COLLECTED","519369"
"GUY",2018,"MCV1","NOT_COLLECTED","15354"
"ZWE",2018,"DTPCV3","NOT_COLLECTED","403825"
"VUT",2018,"MCV1","NOT_COLLECTED","6611"
"LCA",2018,"MCV1","NOT_COLLECTED","1728"
"SWE",2019,"MCV1","NOT_COLLECTED",NA
"SXM",2018,"MCV1","NOT_COLLECTED","370"
"COL",2017,"DTPCV3","NOT_COLLECTED","663850"
"SWE",2018,"MCV1","NOT_COLLECTED",NA
"NER",2018,"MCV1","NOT_COLLECTED","923292"
"DJI",2017,"DTPCV3","NOT_COLLECTED","18322.11485"
"VEN",2018,"DTPCV3","12_TO_23_MONTHS","77751"
"NGA",2017,"DTPCV3","NOT_COLLECTED","7755566"
"KIR",2018,"DTPCV3","NOT_COLLECTED","3014"
"BLR",2018,"MCV1","NOT_COLLECTED","104472"
"VGB",2019,"DTPCV3","NOT_COLLECTED","286"
"KHM",2018,"DTPCV3","NOT_COLLECTED","353806"
"UGA",2019,"DTPCV3","NOT_COLLECTED","1616454"
"VCT",2017,"MCV1","NOT_COLLECTED","1675"
"SUR",2017,"MCV1","NOT_COLLECTED","9226"
"CUB",2019,"MCV1","NOT_COLLECTED","115833"
"PAK",2019,"DTPCV3","NOT_COLLECTED","6231296"
"CYP",2018,"MCV1","NOT_COLLECTED","4469"
"VNM",2018,"DTPCV3","NOT_COLLECTED","1247159"
"ECU",2018,"MCV1","GTEQ_24_MONTHS","20374"
"NIC",2018,"DTPCV3","NOT_COLLECTED","146398"
"TKM",2019,"DTPCV3","NOT_COLLECTED",NA
"NRU",2018,"DTPCV3","NOT_COLLECTED","286"
"CYM",2018,"MCV1","GTEQ_24_MONTHS","16"
"DEU",2019,"MCV1","NOT_COLLECTED","625356"
"BLZ",2018,"MCV1","GTEQ_24_MONTHS","118"
"NOR",2018,"DTPCV3","NOT_COLLECTED",NA
"EST",2018,"MCV1","NOT_COLLECTED","11630"
"MMR",2018,"MCV1","NOT_COLLECTED","884649"
"FIN",2018,"MCV1","NOT_COLLECTED",NA
"AIA",2017,"MCV1","NOT_COLLECTED","131"
"GTM",2017,"MCV1","NOT_COLLECTED","364895"
